r,r1,r2,r3,n1,n2,n3
13.284784784784785,1.6649515612241372,3.3299509611661207,8.289882262394526,0.0,0.0,0.991607666015625
13.337087087087088,1.6714142648620594,3.3428909110241265,8.322781911200902,0.0,0.0,0.9917755126953125
13.38938938938939,1.6778749245458553,3.355830958854411,8.355683505989123,0.0,0.0,0.991943359375
13.441691691691691,1.684363691587741,3.3687294606148193,8.38859853948913,0.0,0.0,0.9921112060546875
13.493993993993994,1.6908245776458926,3.381652049447511,8.421517366900591,0.0,0.0,0.9922866821289062
13.546296296296296,1.6972846222011333,3.3945737541192744,8.454437919975888,0.0,0.0,0.992462158203125
13.598598598598599,1.703743788537066,3.4074942017915593,8.487360608269974,0.0,0.0,0.9926376342773438
13.6509009009009,1.7102020580076298,3.420414076583178,8.520284766310093,0.0,0.0,0.9928131103515625
13.703203203203204,1.7166591711988508,3.4333331768758124,8.55321085512854,0.0,0.0,0.9929885864257812
13.755505505505505,1.7231148899604316,3.446252381528778,8.586138234016296,0.0,0.0,0.9931640625
13.807807807807809,1.7295689219601547,3.459172139937545,8.619066745910109,0.0,0.0,0.9933395385742188
13.86011011011011,1.7360161820459938,3.472084881433335,8.65200904663078,0.0,0.0,0.9935226440429688
13.912412412412413,1.7424600487646007,3.4850007111097336,8.684951652538079,0.0,0.0,0.9937057495117188
13.964714714714715,1.748929446721406,3.497860746652445,8.717924521340862,0.0,0.0,0.9938888549804688
14.017017017017018,1.7553789718482744,3.5107616200871594,8.750876425081584,0.0,0.0,0.9940719604492188
14.06931931931932,1.7618274775369078,3.523662026037559,8.783829815744852,0.0,0.0,0.9942550659179688
14.121621621621621,1.768274559680356,3.5365625278906583,8.816784534050608,0.0,0.0,0.9944381713867188
14.173923923923924,1.774715524102312,3.5494564519732803,8.849751947848333,0.0,0.0,0.99462890625
14.226226226226226,1.781162231600301,3.5623258468611576,8.882738147764766,0.0,0.0,0.9948196411132812
14.278528528528529,1.787601078612222,3.575215692933373,8.915711756982933,0.0,0.0,0.9950103759765625
14.33083083083083,1.794043059627093,3.588036801522405,8.948750969681333,0.0,0.0,0.9952011108398438
14.383133133133134,1.800488278583703,3.600963951137091,8.98168090341234,0.0,0.0,0.995391845703125
14.435435435435435,1.8069244377975984,3.6138374797308566,9.014673517906981,0.0,0.0,0.9955902099609375
14.487737737737739,1.8133510534870214,3.626712533055046,9.047674151195672,0.0,0.0,0.99578857421875
14.54004004004004,1.819779979987817,3.6395882513038225,9.0806718087484,0.0,0.0,0.9959793090820312
14.592342342342343,1.8262186408103076,3.652434886999895,9.113688814532141,0.0,0.0,0.996185302734375
14.644644644644645,1.832644777011959,3.6652908341272714,9.146709033505415,0.0,0.0,0.9963836669921875
14.696946946946948,1.8390824919160222,3.6781627185439647,9.179701736486962,0.0,0.0,0.99658203125
14.74924924924925,1.8455044094486435,3.691009275957621,9.212735563842985,0.0,0.0,0.9967880249023438
14.801551551551551,1.851899845622471,3.7038895045770985,9.245762201351981,0.0,0.0,0.9969940185546875
14.853853853853854,1.8583395259989768,3.716736939829235,9.278777388025642,0.0,0.0,0.9972000122070312
